ID,Instruction,Input,Output,Category,Subcategory,IncorrectOutput
370,Create a Python script to sort the given integers in descending order.,"[3, 7, 2, 8, 10]","input_list = [3, 7, 2, 8, 10]
input_list.sort(reverse=True)
print(input_list)",Sorting,sort,"input_list = [3, 7, 2, 8, 10]
input_list.srt(revers=True)
print(input_list)"
371,Create a Python program to print the multiplication table from 1 to 10,,"def table(n): 
    for i in range(1, 11): # for 1 to 10
        print(n,'x',i,'=',n*i) 
  
# Driver Code 
n = 5
table(n)",Syntax,print,"define table(n): 
    for i in range(1, 11): # for 1 to 10
        prit(n,'x',i,'=',n*i) 
  
# Driver Code 
n = 5
table(n)"
372,Create a function in Python that takes two strings as input and returns their concatenated string.,"""Hello"", ""World""","def concat_strings(str1, str2):
  return str1 + str2

result = concat_strings(""Hello"", ""World"")
print(result)",Data Structures,string,"define concat_strings(str1, str2)
  return str1 + str2

result = concat_strings(""Hello"", ""World"")
print(result)"
373,Write a Python program that takes in a list and outputs the sum of the elements in the list.,"[1, 2, 3, 4, 5]","sum = 0
for x in [1,2,3,4,5]:
 sum += x
print(sum)",Data Structures,list,"sum = 0
for x in (1,2,3,4,5]:
 sum += x
print(sum)"
374,"Using Python, write a program to calculate the sum (full addition) of two decimal numbers.","3.4, 2.6","def addDecimals(a, b):
    return a + b

x = 3.4
y = 2.6
print (addDecimals(x, y)) # 6.0",Mathematics,calculate,"def addDecimals(a, b)
    return a + b

x = 3.4
y = 2.6
print (addDecimals(x, y)) # 6.0"
375,Create a program in Python that takes a string as an input and removes all the characters whose ASCII value is odd.,"str = ""Hello world!""","def remove_odd_ascii_chars(str):
    new_str = """"
    for ch in str:
        if ord(ch) % 2 == 0:
            new_str += ch
    return new_str

str = ""Hello world!""
new_str = remove_odd_ascii_chars(str)
print(new_str)",Data Structures,string,"define remove_odd_ascii_chars(str):
    new_str = """"
    for ch in str:
        if ord(ch) % 2 == 0:
            new_str += ch
    retrn new_str

str = ""Hello world!""
new_str = remove_odd_ascii_chars(str)
print(new_str)"
376,Develop a program in Python to check whether a string contains only digits.,"""0123""","def is_digit_only(string):
    for char in string:
        if not char.isdigit():
            return False
    return True

print(is_digit_only(""0123""))",Data Structures,string,"define is_digit_only(string)
    for char in string
        if not char.isdigit()
            return False
    return True

print(is_digit_only(""0123""))"
377,Construct a loop in Python to identify the numbers divisible by 7 between 15 and 40.,,"for i in range(15, 41):
    if i % 7 == 0:
        print(i)",Loops,loop,"fr i in rang(15, 41):
    if i % 7 == 0:
        print(i)"
378,Create a function in Python to calculate the sum of squares of all numbers up to a given value n.,n = 10,"def sumOfSquares(n):
  sum = 0
  for i in range(n + 1):
    sum += (i ** 2)
  return sum

print(sumOfSquares(10))",Mathematics,calculate,"def sumOfSquares(n):
  sum = 0
  for i in range(n + 1):
    sum += (i // 2)
  return sum

print(sumOfSquares(10))"
379,Generate a Python program to produce text output with given conditions.,"Condition 1: Print ""Hello World""
Condition 2: Print ""Goodbye World""","def print_conditions():
    print(""Hello World"")
    print(""Goodbye World"")

print_conditions()",Branching,condition,"define print_conditions():
    print(""Hello World"")
    print(""Goodbye World"")

print_conditions()"
380,Create a Python program to reverse a number without using any additional memory.,12345,"def reverseNumber(num):
    reverse = 0
    while num > 0:
        remainder = num % 10
        reverse = (reverse * 10) + remainder
        num = num // 10
    return reverse

print(reverseNumber(12345)) # 54321",Mathematics,number,"def reverseNumber(num)
    reverse = 0
    while num > 0
        remainder = num % 10
        reverse = (reverse * 10) + remainder
        num = num // 10
    return reverse

print(reverseNumber(12345)) # 54321"
381,Design and implement a Bubble Sort algorithm for sorting an array of numbers in Python.,"[64, 34, 25, 12, 22, 11, 90]","def bubble_sort(l):
    for i in range(len(l)):
        for j in range(0, len(l)-i-1):
            if l[j] > l[j+1]:
                l[j], l[j+1] = l[j+1], l[j]

# Test code
l = [64, 34, 25, 12, 22, 11, 90]
bubble_sort(l)
print(l)",Sorting,sort,"def bubble_sort(l)
    for i in range(len(l))
        for j in range(0, len(l)-i-1)
            if l[j] > l[j+1]
                l[j], l[j+1] = l[j+1], l[j]

# Test code
l = [64, 34, 25, 12, 22, 11, 90]
bubble_sort(l)
print(l)"
382,Write a Python program to modify a given string by filling blank spaces with periods.,,"def fill_blanks(string): 
    return string.replace("" "", ""."") 
  
# Driver code 
string = ""Python Programming""
print(fill_blanks(string))",Data Structures,string,"define fill_blanks(string) 
    return string.replace("" "", ""."") 
  
# Driver code 
string = ""Python Programming""
print(fill_blanks(string))"
383,Can you build a program in Python to calculate the median of a given list of integers?,"[4, 9, 12, 8, 1]","def median(list): 
	list.sort() 
	length = len(list) 
	if length % 2 == 0: 
		return sum(list[int(length / 2) - 1:int(length / 2) + 1]) / 2
	else: 
		return list[int(length / 2)] 

median_of_list = median([4, 9, 12, 8, 1]) 
print(""Median of the list is: "" + str(median_of_list)) 
# Output: 8",Mathematics,calculate,"def median(list): 
	list.sort() 
	length = len(list) 
	if length % 2 == 0: 
		return sum(list[int(length / 2) + 1:int(length / 2) + 1]) / 2
	else: 
		return list[int(length / 2)] 

median_of_list = median([4, 9, 12, 8, 1]) 
print(""Median of the list is: "" + str(median_of_list)) 
# Output: 8"
384,Formulate a program in python that will print out the first ten values of p Fibonacci sequence.,,"a, b = 0, 1
for i in range(10):
    print(a)
    a, b = b, a + b",Syntax,print,"a, b = 0, 1
for i in range(10):
    printeger(a)
    a, b = b, a + b"
385,"Create a function that takes a Python list of numbers as input, and returns the list sorted by the sum of its digits.","[ 135, 590, 69, 127 ]","def sortBySumOfDigits(lst):
    return sorted(lst, key=lambda x: sum(map(int, str(x))))

lst = [ 135, 590, 69, 127]
sorted_list = sortBySumOfDigits(lst)
print(sorted_list)",Data Structures,list,"def sortBySumOfDigits(lst):
    retrn sorted(lst, key=lambda x: sum(map(int, str(x))))

lst = [ 135, 590, 69, 127]
sorted_list = sortBySumOfDigits(lst)
print(sorted_list)"
386,Construct an algorithm in Python to find the longest substring in a string which does not have any repeating characters.,string = 'abcaac',"def findLongestSubstring(string):
 
 # Initialize the result
 max_length = 0
 
 # Initialize substrings
 curr = ''
 
 for char in string:
  if char not in curr:
   curr += char
   max_length = max(max_length, len(curr))
  else:
   curr = char
 
 return max_length

string = 'abcaac'
print(findLongestSubstring(string))",Data Structures,string,"define findLongestSubstring(string):
 
 # Initialize the result
 max_length = 0
 
 # Initialize substrings
 curr = ''
 
 for char in string:
  if char not in curr:
   curr += char
   max_length = max(max_length, len(curr))
  else:
   curr = char
 
 retrn max_length

string = 'abcaac'
print(findLongestSubstring(string))"
387,Suggest a completion for the following Python code so that it prints the characters in a string in reverse order.,"my_str = ""Hello World""

for i in","my_str = ""Hello World""

for i in range(len(my_str)-1, -1, -1):
    print(my_str[i], end="""")",Syntax,print,"my_str = ""Hello World""

for i in range(len(my_str)-1, -1, -1):
    prit(my_str[i], end="""")"
388,Create a Python program to sort a list of tuples based on the second element in each tuple.,"[(1, 2), (4, 1), (9, 10), (13, -3)]","def sort_tuples(a):
    return sorted(a, key = lambda x: x[1])

a = [(1, 2), (4, 1), (9, 10), (13, -3)]
print(sort_tuples(a))

# Output: [(13, -3), (4, 1), (1, 2), (9, 10)]",Sorting,sort,"define sort_tuples(a):
    return srted(a, key = lambda x: x[1])

a = [(1, 2), (4, 1), (9, 10), (13, -3)]
print(sort_tuples(a))

# Output: [(13, -3), (4, 1), (1, 2), (9, 10)]"
389,"Convert the following pseudocode to a program in Python:

If price > 50
  Print ""Expensive""
Else
  Print ""Cheap""",,"price = 45

if price > 50:
 print(""Expensive"")
else:
 print(""Cheap"")",Branching,if,"price = 45

if price > 50
 print(""Expensive"")
ellse
 print(""Cheap"")"
390,Write a piece of code in Python to reverse a given string.,abcdef,"string = 'abcdef'

print(string[::-1])",Data Structures,string,"string = 'abcdef'

print(string[-1])"
391,Write a Python program to replace all occurrences of a given string with an alternate string.,"""Hello World!"", ""World"", ""Python""","def replace_string(input_string, target_string, replacement_string):
    return input_string.replace(target_string, replacement_string)

print(replace_string(""Hello World!"", ""World"", ""Python""))",Data Structures,string,"def replace_string(input_string, target_string, replacement_string)
    retrn input_string.replace(target_string, replacement_string)

print(replace_string(""Hello World!"", ""World"", ""Python""))"
392,"Can you create a function in Python that takes two strings as input, and returns the number of common characters between them?","""computer"", ""science""","def countCommonChars(string1, string2):
    count = 0
    for i in string1: 
    	if i in string2: 
    		count += 1
    return count

input1 = ""computer""
input2 = ""science""
print(countCommonChars(input1, input2))",Data Structures,string,"def countCommonChars(string1, string2)
    count = 0
    for i in string1 
    	if i in string2 
    		count += 1
    retrn count

input1 = ""computer""
input2 = ""science""
print(countCommonChars(input1, input2))"
393,Create a Python script to calculate the running sum of an array.,"[1, 2, 3, 4, 5]","# Create a function to compute running sum
def running_sum(lst):
    running_sum = 0
    running_lst = []
    for num in lst:
        running_sum += num
        running_lst.append(running_sum)
    return running_lst

# Test array
test = [1, 2, 3, 4, 5]

# Print the result
print(running_sum(test))",Mathematics,calculate,"# Create a function to compute running sum
def running_sum(lst)
    running_sum = 0
    running_lst = []
    for num in lst
        running_sum += num
        running_lst.append(running_sum)
    return running_lst

# Test array
test = [1, 2, 3, 4, 5]

# Print the result
print(running_sum(test))"
394,Build a program to remove all duplicate words from a given list of strings,"[""Python"", ""Python"", ""programming"", ""language"", ""language""]","def remove_duplicates(lst):
    new_list = []
    for i in lst:
        if i not in new_list:
            new_list.append(i)
    return new_list

print(remove_duplicates([""Python"", ""Python"", ""programming"", ""language"", ""language""]))",Syntax,duplicate,"def remove_duplicates(lst):
    new_list == []
    for i in lst:
        if i not in new_list:
            new_list.append(i)
    return new_list

printeger(remove_duplicates([""Python"", ""Python"", ""programming"", ""language"", ""language""]))"
395,Modify the following Python code to select and print out the negative elements from an array.,"[3,4,1,-6,9,10,-2,-8,-4]","my_list = [3,4,1,-6,9,10,-2,-8,-4]

def select_negative_elements(my_list):
    negative_elements = []

    for x in my_list:
        if x < 0:
            negative_elements.append(x)

    return negative_elements

print(select_negative_elements(my_list))",Syntax,print,"my_list = [3,4,1,-6,9,10,-2,-8,-4]

def select_negative_elements(my_list)
    negative_elements = []

    for x in my_list
        if x < 0
            negative_elements.append(x)

    return negative_elements

printeger(select_negative_elements(my_list))"
